jersey_number,position,name,dob,nation,nation_code,club,club_country,height_cm,caps,int_goals,c2425_matches,c2425_starts,c2425_minutes,c2425_nineties,c2425_goals,c2425_assists,c2425_pens_scored,c2425_pens_att,c2425_yellows,c2425_reds,c2425_shots,c2425_shots_on_target,c2425_fouls,c2425_interceptions,c2425_tackles_won,c2425_own_goals,c2425_pens_won,c2425_pens_conceded,c2425_match_score,c2425_matched_player,c2526_matches,c2526_starts,c2526_minutes,c2526_nineties,c2526_goals,c2526_assists,c2526_pens_scored,c2526_pens_att,c2526_yellows,c2526_reds,c2526_shots,c2526_shots_on_target,c2526_fouls,c2526_interceptions,c2526_tackles_won,c2526_own_goals,c2526_pens_won,c2526_pens_conceded,c2526_match_score,c2526_matched_player,i2018_matches,i2018_starts,i2018_minutes,i2018_nineties,i2018_goals,i2018_assists,i2018_pens_scored,i2018_pens_att,i2018_yellows,i2018_reds,i2018_shots,i2018_shots_on_target,i2018_fouls,i2018_interceptions,i2018_tackles_won,i2018_own_goals,i2018_pens_won,i2018_pens_conceded,i2018_match_score,i2018_matched_player,i2022_matches,i2022_starts,i2022_minutes,i2022_nineties,i2022_goals,i2022_assists,i2022_pens_scored,i2022_pens_att,i2022_yellows,i2022_reds,i2022_shots,i2022_shots_on_target,i2022_fouls,i2022_interceptions,i2022_tackles_won,i2022_own_goals,i2022_pens_won,i2022_pens_conceded,i2022_match_score,i2022_matched_player
23,FW,BANZA Simon Simon Bokote BANZA BANZA,13/08/1996,Congo DR,COD,Al Jazira,UAE,189,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DF,KALULU Gedeon Gédéon Tchingoma Kyatengwa KALULU KALULU,29/08/1997,Congo DR,COD,Aris Limassol FC,CYP,178,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,MF,KAYEMBE Edo Edo Kayembe KAYEMBE E. KAYEMBE,03/06/1998,Congo DR,COD,Watford FC,ENG,183,44,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DF,MASUAKU Arthur Arthur Fuka MASUAKU KAWELA MASUAKU,07/11/1993,Congo DR,COD,RC Lens,FRA,179,46,4,,,,,,,,,,,,,,,,,,,,,3.0,2.0,126.0,1.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0,,,100.0,Arthur Masuaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,GK,FOFANA Yahia Yahia FOFANA Y. FOFANA,21/08/2000,Côte D'Ivoire,CIV,Çaykur Rizespor,TUR,194,38,0,33.0,33.0,2970.0,33.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,100.0,Yahia Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,DF,DIOMANDE Ousmane Ousmane DIOMANDE O. DIOMANDE,04/12/2003,Côte D'Ivoire,CIV,Sporting CP,POR,190,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,DF,KONAN Ghislain N'clomande Ghislain KONAN G. KONAN,27/12/1995,Côte D'Ivoire,CIV,Gil Vicente FC,POR,176,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,MF,SERI Jean Michael Jean Michael SERI SERI,19/07/1991,Côte D'Ivoire,CIV,NK Maribor,SVN,168,65,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,DF,SINGO Wilfried Wilfried Stephane SINGO SINGO,25/12/2000,Côte D'Ivoire,CIV,Galatasaray SK,TUR,182,37,1,27.0,23.0,2096.0,23.3,1.0,2.0,0.0,0.0,4.0,0.0,17.0,5.0,36.0,44.0,23.0,0.0,,,100.0,Wilfried Singo,,,,,,,,,,,,,,,,,,,100.0,Wilfried Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,MF,FOFANA Seko Seko Mohamed FOFANA FOFANA,07/05/1995,Côte D'Ivoire,CIV,FC Porto,POR,185,34,7,16.0,9.0,844.0,9.4,1.0,1.0,0.0,0.0,3.0,0.0,24.0,6.0,9.0,7.0,7.0,0.0,,,100.0,Seko Fofana,12.0,7.0,655.0,7.3,1.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,3.0,3.0,2.0,0.0,,,100.0,Seko Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,DF,KOSSOUNOU Odilon Kouakou Odilon Dorgeless KOSSOUNOU KOSSOUNOU,04/01/2001,Côte D'Ivoire,CIV,Atalanta Bergamo,ITA,191,38,0,18.0,12.0,1125.0,12.5,0.0,0.0,0.0,0.0,1.0,0.0,6.0,4.0,15.0,13.0,10.0,0.0,,,100.0,Odilon Kossounou,19.0,10.0,988.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,16.0,10.0,14.0,0.0,,,100.0,Odilon Kossounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,MF,KESSIE Franck Franck Yannick KESSIE KESSIE,19/12/1996,Côte D'Ivoire,CIV,Al Ahli FC,KSA,183,106,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,FW,BONNY Ange-Yoan Ange-Yoan Laurent BONNY BONNY,25/10/2003,Côte D'Ivoire,CIV,FC Internazionale Milano,ITA,189,3,0,37.0,30.0,2529.0,28.1,6.0,4.0,2.0,2.0,2.0,0.0,64.0,22.0,20.0,3.0,18.0,0.0,,,100.0,Ange-Yoan Bonny,33.0,10.0,1142.0,12.7,5.0,4.0,0.0,0.0,1.0,0.0,22.0,9.0,17.0,1.0,9.0,0.0,,,100.0,Ange-Yoan Bonny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,FW,ADINGRA Simon Simon ADINGRA ADINGRA,01/01/2002,Côte D'Ivoire,CIV,AS Monaco,FRA,175,30,5,29.0,12.0,1097.0,12.2,2.0,2.0,0.0,0.0,0.0,0.0,33.0,8.0,13.0,9.0,16.0,0.0,,,100.0,Simon Adingra,14.0,9.0,653.0,7.3,1.0,0.0,0.0,0.0,2.0,0.0,6.0,2.0,18.0,2.0,8.0,0.0,,,100.0,Simon Adingra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,FW,DIOMANDE Yan Yan DIOMANDE YAN DIOMANDE,14/11/2006,Côte D'Ivoire,CIV,RB Leipzig,GER,180,12,3,10.0,6.0,545.0,6.1,2.0,1.0,0.0,0.0,1.0,0.0,11.0,3.0,8.0,8.0,9.0,0.0,,,100.0,Yan Diomandé,33.0,28.0,2472.0,27.5,12.0,8.0,0.0,0.0,2.0,0.0,53.0,26.0,19.0,16.0,19.0,0.0,,,100.0,Yan Diomandé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,FW,WAHI Elye Sepe Elye Delmas WAHI WAHI,02/01/2003,Côte D'Ivoire,CIV,OGC Nice,FRA,181,3,0,13.0,7.0,574.0,6.4,3.0,1.0,1.0,1.0,1.0,0.0,17.0,11.0,17.0,1.0,0.0,0.0,,,100.0,Elye Wahi,14.0,11.0,922.0,10.2,5.0,1.0,1.0,1.0,5.0,0.0,23.0,15.0,21.0,2.0,4.0,0.0,,,100.0,Elye Wahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,DF,OPERI Christopher Christopher Tea Domoraud OPERI OPERI,29/04/1997,Côte D'Ivoire,CIV,Başakşehir FK,TUR,183,12,0,13.0,13.0,1169.0,13.0,0.0,2.0,0.0,0.0,2.0,1.0,7.0,1.0,8.0,16.0,9.0,0.0,,,100.0,Christopher Opéri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,FW,DIAKITE Oumar Oumar DIAKITE DIAKITE,20/12/2003,Côte D'Ivoire,CIV,Cercle Brugge,BEL,182,29,6,26.0,20.0,1628.0,18.1,4.0,1.0,0.0,1.0,6.0,0.0,27.0,9.0,27.0,2.0,13.0,0.0,,,100.0,Oumar Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,FW,DIALLO Amad Amad DIALLO AMAD,11/07/2002,Côte D'Ivoire,CIV,Manchester United FC,ENG,173,21,7,26.0,20.0,1901.0,21.1,8.0,6.0,0.0,0.0,5.0,0.0,47.0,17.0,20.0,10.0,31.0,0.0,,,100.0,Amad Diallo,32.0,27.0,2341.0,26.0,2.0,3.0,0.0,0.0,2.0,0.0,53.0,23.0,24.0,15.0,23.0,0.0,,,100.0,Amad Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,GK,KONE Mohamed Mohamed KONE KONE,07/03/2002,Côte D'Ivoire,CIV,Sporting Charleroi,BEL,186,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,DF,DOUE Guela Guela Maho-Lewis DOUE G. DOUE,17/10/2002,Côte D'Ivoire,CIV,RC Strasbourg,FRA,187,22,3,32.0,30.0,2717.0,30.2,1.0,2.0,0.0,0.0,7.0,0.0,18.0,6.0,41.0,33.0,42.0,0.0,,,100.0,Guéla Doué,24.0,23.0,2061.0,22.9,2.0,6.0,0.0,0.0,3.0,0.0,12.0,5.0,42.0,27.0,38.0,0.0,,,100.0,Guéla Doué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,MF,SANGARE Ibrahim Ibrahim SANGARE SANGARE,02/12/1997,Côte D'Ivoire,CIV,Nottingham Forest FC,ENG,191,57,11,13.0,7.0,590.0,6.6,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,16.0,7.0,13.0,0.0,,,100.0,Ibrahim Sangaré,28.0,25.0,2075.0,23.1,2.0,2.0,0.0,0.0,5.0,0.0,16.0,5.0,42.0,22.0,32.0,0.0,,,100.0,Ibrahim Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,FW,PEPE Nicolas Nicolas PEPE PEPE,29/05/1995,Côte D'Ivoire,CIV,Villarreal CF,ESP,183,58,12,28.0,15.0,1500.0,16.7,3.0,6.0,0.0,0.0,3.0,0.0,39.0,17.0,20.0,7.0,9.0,0.0,,,100.0,Nicolas Pépé,36.0,26.0,2393.0,26.6,8.0,8.0,1.0,1.0,4.0,0.0,63.0,25.0,23.0,15.0,21.0,0.0,,,100.0,Nicolas Pépé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,DF,AGBADOU Emmanuel Badobre Emmanuel Elysee Djedje AGBADOU AGBADOU,17/06/1997,Côte D'Ivoire,CIV,Beşiktaş JK,TUR,185,23,2,16.0,16.0,1410.0,15.7,1.0,0.0,0.0,0.0,3.0,0.0,7.0,2.0,8.0,12.0,19.0,0.0,,,100.0,Emmanuel Agbadou,14.0,12.0,1101.0,12.2,0.0,0.0,0.0,0.0,1.0,1.0,10.0,3.0,10.0,14.0,21.0,0.0,,,100.0,Emmanuel Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,DF,NDICKA Evan Obite Evan NDICKA NDICKA,20/08/1999,Côte D'Ivoire,CIV,AS Roma,ITA,192,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,FW,GUESSAND Evann Evann Ludovic Vidjannagni GUESSAND GUESSAND,01/07/2001,Côte D'Ivoire,CIV,Crystal Palace FC,ENG,188,22,4,33.0,30.0,2565.0,28.5,12.0,8.0,0.0,0.0,2.0,0.0,60.0,27.0,45.0,15.0,29.0,0.0,,,100.0,Evann Guessand,13.0,6.0,588.0,6.5,0.0,1.0,0.0,0.0,0.0,0.0,8.0,5.0,11.0,3.0,9.0,0.0,,,100.0,Evann Guessand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,GK,LAFONT Alban Alban-Marc LAFONT LAFONT,23/01/1999,Côte D'Ivoire,CIV,Panathinaikos FC,GRE,196,4,0,12.0,12.0,1080.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,100.0,Alban Lafont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,FW,TOURE Bazoumana Bazoumana TOURE TOURE,02/03/2006,Côte D'Ivoire,CIV,TSG Hoffenheim,GER,178,7,2,13.0,7.0,609.0,6.8,0.0,3.0,0.0,0.0,1.0,0.0,19.0,5.0,13.0,3.0,10.0,0.0,,,100.0,Bazoumana Touré,30.0,29.0,2308.0,25.6,5.0,9.0,0.0,0.0,2.0,0.0,48.0,13.0,44.0,6.0,22.0,0.0,,,100.0,Bazoumana Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,MF,GUIAGON Parfait Parfait GUIAGON GUIAGON,22/02/2001,Côte D'Ivoire,CIV,Sporting Charleroi,BEL,165,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,MF,OULAI Christ Inao Christ Ravynel Inao OULAI INAO,06/04/2006,Côte D'Ivoire,CIV,Trabzonspor,TUR,173,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,GK,LIVAKOVIC Dominik Dominik LIVAKOVIĆ LIVAKOVIĆ,09/01/1995,Croatia,CRO,GNK Dinamo Zagreb,CRO,188,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,Dominik Livaković,,,,,,,,,,,,,,,,,,,100.0,Dominik Livaković,7.0,7.0,690.0,7.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,100.0,Dominik Livaković
2,DF,STANISIC Josip Josip STANIŠIĆ STANIŠIĆ,02/04/2000,Croatia,CRO,FC Bayern München,GER,186,33,0,14.0,9.0,876.0,9.7,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,11.0,0.0,,,100.0,Josip Stanišić,26.0,19.0,1857.0,20.6,2.0,3.0,0.0,0.0,1.0,0.0,7.0,4.0,8.0,18.0,21.0,0.0,,,100.0,Josip Stanišić,,,,,,,,,,,,,,,,,,,,,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,,,100.0,Josip Stanišić
3,DF,PONGRACIC Marin Marin PONGRAČIĆ PONGRAČIĆ,11/09/1997,Croatia,CRO,ACF Fiorentina,ITA,193,21,0,20.0,14.0,1367.0,15.2,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,26.0,12.0,12.0,1.0,,,100.0,Marin Pongračić,35.0,33.0,2918.0,32.4,0.0,0.0,0.0,0.0,12.0,0.0,8.0,1.0,69.0,36.0,17.0,0.0,,,100.0,Marin Pongračić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,DF,GVARDIOL Josko Joško GVARDIOL GVARDIOL,23/01/2002,Croatia,CRO,Manchester City FC,ENG,185,50,4,37.0,36.0,3277.0,36.4,5.0,0.0,0.0,0.0,2.0,0.0,40.0,12.0,16.0,42.0,38.0,0.0,,,100.0,Joško Gvardiol,18.0,16.0,1372.0,15.2,2.0,2.0,0.0,0.0,2.0,0.0,17.0,6.0,16.0,16.0,13.0,0.0,,,100.0,Joško Gvardiol,,,,,,,,,,,,,,,,,,,,,7.0,7.0,690.0,7.7,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,8.0,12.0,7.0,0.0,,,100.0,Joško Gvardiol
5,DF,CALETA-CAR Duje Duje ĆALETA-CAR ĆALETA-CAR,17/09/1996,Croatia,CRO,Real Sociedad,ESP,193,38,1,19.0,17.0,1584.0,17.6,1.0,0.0,0.0,0.0,8.0,0.0,11.0,1.0,27.0,16.0,12.0,0.0,,,100.0,Duje Ćaleta-Car,27.0,24.0,2150.0,23.9,1.0,0.0,0.0,0.0,6.0,1.0,13.0,3.0,30.0,29.0,14.0,1.0,,,100.0,Duje Ćaleta-Car,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,Duje Ćaleta-Car,,,,,,,,,,,,,,,,,,,,
6,DF,SUTALO Josip Josip ŠUTALO ŠUTALO,28/02/2000,Croatia,CRO,AFC Ajax,NED,185,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,Josip Šutalo
7,MF,MORO Nikola Nikola MORO MORO,12/03/1998,Croatia,CRO,Bologna FC,ITA,183,10,0,22.0,15.0,1208.0,13.4,0.0,2.0,0.0,0.0,1.0,0.0,14.0,2.0,22.0,12.0,27.0,0.0,,,100.0,Nikola Moro,30.0,19.0,1799.0,20.0,2.0,0.0,0.0,0.0,1.0,0.0,21.0,2.0,18.0,19.0,8.0,0.0,,,100.0,Nikola Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,MF,KOVACIC Mateo Mateo KOVAČIĆ KOVAČIĆ,06/05/1994,Croatia,CRO,Manchester City FC,ENG,178,115,5,31.0,25.0,2198.0,24.4,6.0,2.0,0.0,0.0,5.0,1.0,45.0,12.0,24.0,22.0,39.0,0.0,,,100.0,Mateo Kovačić,6.0,1.0,130.0,1.4,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,,,100.0,Mateo Kovačić,5.0,1.0,185.0,2.1,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,100.0,Mateo Kovačić,7.0,7.0,635.0,7.1,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,4.0,18.0,0.0,,,100.0,Mateo Kovačić
9,FW,KRAMARIC Andrej Andrej KRAMARIĆ KRAMARIĆ,19/06/1991,Croatia,CRO,TSG Hoffenheim,GER,177,118,36,32.0,32.0,2767.0,30.7,11.0,8.0,3.0,3.0,4.0,0.0,69.0,26.0,12.0,9.0,8.0,0.0,,,100.0,Andrej Kramarić,34.0,26.0,2207.0,24.5,14.0,6.0,5.0,5.0,2.0,0.0,64.0,33.0,5.0,7.0,5.0,0.0,,,100.0,Andrej Kramarić,7.0,3.0,334.0,3.7,1.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,100.0,Andrej Kramarić,7.0,7.0,474.0,5.3,2.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,1.0,0.0,2.0,0.0,,,100.0,Andrej Kramarić
10,MF,MODRIC Luka Luka MODRIĆ MODRIĆ,09/09/1985,Croatia,CRO,AC Milan,ITA,172,200,29,35.0,17.0,1827.0,20.3,2.0,6.0,0.0,0.0,7.0,0.0,22.0,6.0,23.0,27.0,20.0,0.0,,,100.0,Luka Modrić,34.0,32.0,2811.0,31.2,2.0,3.0,0.0,0.0,4.0,0.0,20.0,8.0,23.0,35.0,27.0,0.0,,,100.0,Luka Modrić,7.0,7.0,691.0,7.7,2.0,1.0,1.0,2.0,0.0,0.0,11.0,4.0,12.0,10.0,6.0,0.0,0.0,0.0,100.0,Luka Modrić,7.0,7.0,653.0,7.3,0.0,0.0,0.0,0.0,1.0,0.0,6.0,4.0,13.0,8.0,11.0,0.0,,,100.0,Luka Modrić
11,FW,BUDIMIR Ante Ante BUDIMIR BUDIMIR,22/07/1991,Croatia,CRO,CA Osasuna,ESP,190,39,7,38.0,34.0,2952.0,32.8,21.0,4.0,8.0,8.0,4.0,0.0,99.0,37.0,47.0,1.0,9.0,0.0,,,100.0,Ante Budimir,37.0,35.0,2938.0,32.6,17.0,0.0,6.0,8.0,3.0,0.0,103.0,41.0,52.0,6.0,16.0,0.0,,,100.0,Ante Budimir,,,,,,,,,,,,,,,,,,,,,2.0,0.0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,,,100.0,Ante Budimir
12,GK,PANDUR Ivor Ivor PANDUR PANDUR,25/03/2000,Croatia,CRO,Hull City FC,ENG,187,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,MF,VLASIC Nikola Nikola VLAŠIĆ VLAŠIĆ,04/10/1997,Croatia,CRO,Torino FC,ITA,179,64,10,30.0,23.0,2117.0,23.5,5.0,4.0,2.0,2.0,0.0,0.0,32.0,12.0,28.0,8.0,17.0,0.0,,,100.0,Nikola Vlašić,37.0,36.0,3043.0,33.8,8.0,3.0,5.0,5.0,7.0,0.0,49.0,17.0,44.0,22.0,39.0,0.0,,,100.0,Nikola Vlašić,,,,,,,,,,,,,,,,,,,,,6.0,1.0,209.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,1.0,1.0,0.0,,,100.0,Nikola Vlašić
14,FW,PERISIC Ivan Ivan PERIŠIĆ PERIŠIĆ,02/02/1989,Croatia,CRO,PSV Eindhoven,NED,186,156,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,629.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,22.0,4.0,5.0,4.0,6.0,0.0,0.0,1.0,100.0,Ivan Perišić,7.0,7.0,669.0,7.4,1.0,3.0,0.0,0.0,0.0,0.0,16.0,4.0,10.0,7.0,3.0,0.0,,,100.0,Ivan Perišić
15,MF,PASALIC Mario Mario PAŠALIĆ PAŠALIĆ,09/02/1995,Croatia,CRO,Atalanta Bergamo,ITA,188,87,12,34.0,23.0,1967.0,21.9,3.0,4.0,0.0,1.0,1.0,0.0,46.0,12.0,19.0,12.0,16.0,0.0,,,100.0,Mario Pašalić,33.0,21.0,1936.0,21.5,3.0,4.0,0.0,0.0,3.0,0.0,24.0,6.0,22.0,13.0,18.0,0.0,,,100.0,Mario Pašalić,,,,,,,,,,,,,,,,,,,,,7.0,2.0,271.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,3.0,6.0,0.0,,,100.0,Mario Pašalić
16,MF,BATURINA Martin Martin BATURINA BATURINA,16/02/2003,Croatia,CRO,Como,ITA,172,21,2,,,,,,,,,,,,,,,,,,,,,29.0,17.0,1569.0,17.4,6.0,3.0,0.0,0.0,0.0,0.0,28.0,9.0,15.0,5.0,14.0,0.0,,,100.0,Martin Baturina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,MF,SUCIC Petar Petar SUČIĆ P. SUČIĆ,25/10/2003,Croatia,CRO,FC Internazionale Milano,ITA,183,19,1,,,,,,,,,,,,,,,,,,,,,34.0,21.0,1765.0,19.6,2.0,2.0,0.0,0.0,5.0,0.0,22.0,6.0,30.0,9.0,25.0,0.0,,,100.0,Petar Sučić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,DF,JAKIC Kristijan Kristijan JAKIĆ JAKIĆ,14/05/1997,Croatia,CRO,FC Augsburg,GER,181,17,2,31.0,27.0,2306.0,25.6,0.0,1.0,0.0,0.0,2.0,0.0,18.0,6.0,22.0,29.0,24.0,0.0,,,100.0,Kristijan Jakić,26.0,18.0,1653.0,18.4,2.0,1.0,0.0,0.0,5.0,0.0,18.0,6.0,17.0,17.0,25.0,0.0,,,100.0,Kristijan Jakić,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,Kristijan Jakić
19,MF,FRUK Toni Toni FRUK FRUK,09/03/2001,Croatia,CRO,HNK Rijeka,CRO,177,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,FW,MATANOVIC Igor Igor MATANOVIĆ MATANOVIĆ,31/03/2003,Croatia,CRO,SC Freiburg,GER,194,10,2,16.0,2.0,312.0,3.5,1.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,6.0,1.0,0.0,0.0,,,100.0,Igor Matanović,31.0,14.0,1571.0,17.5,11.0,2.0,1.0,2.0,0.0,0.0,51.0,19.0,42.0,9.0,11.0,0.0,,,100.0,Igor Matanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,MF,SUCIC Luka Luka SUČIĆ SUČIĆ,08/09/2002,Croatia,CRO,Real Sociedad,ESP,185,22,1,29.0,21.0,1792.0,19.9,1.0,1.0,0.0,0.0,4.0,0.0,43.0,11.0,11.0,15.0,18.0,0.0,,,100.0,Luka Sučić,22.0,10.0,1022.0,11.4,3.0,1.0,0.0,0.0,1.0,0.0,23.0,7.0,11.0,5.0,8.0,0.0,,,100.0,Luka Sučić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,Luka Sučić
22,DF,VUSKOVIC Luka Luka VUŠKOVIĆ VUŠKOVIĆ,24/02/2007,Croatia,CRO,Hamburger SV,GER,193,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,Luka Vušković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,GK,KOTARSKI Dominik Dominik KOTARSKI KOTARSKI,10/02/2000,Croatia,CRO,FC København,DEN,190,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,FW,PASALIC Marco Marco PAŠALIĆ M. PAŠALIĆ,14/09/2000,Croatia,CRO,Orlando City SC,USA,177,17,1,34.0,23.0,1967.0,21.9,3.0,4.0,0.0,1.0,1.0,0.0,46.0,12.0,19.0,12.0,16.0,0.0,,,85.71428571428571,Mario Pašalić,33.0,21.0,1936.0,21.5,3.0,4.0,0.0,0.0,3.0,0.0,24.0,6.0,22.0,13.0,18.0,0.0,,,85.71428571428571,Mario Pašalić,,,,,,,,,,,,,,,,,,,,,7.0,2.0,271.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,3.0,6.0,0.0,,,85.71428571428571,Mario Pašalić
